"value","statistic","variable","country","total_asked","who_was_asked"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Textiles and apparel",3,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Wood products",5,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
NA,514,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
"Textiles and apparel",6,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
NA,425,"covid_sec_3_text","PT",442,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
"Food and beverage production",9,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
"Other (please specify)",14,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",3,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
"Textiles and apparel",11,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
"Wood products",8,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
NA,527,"covid_sec_3_text","RO",574,"Owners/Managers of SMB Businesses"
"Chemicals",3,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Other (please specify)",9,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Textiles and apparel",9,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
NA,479,"covid_sec_3_text","RU",515,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
"Other (please specify)",14,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
NA,518,"covid_sec_3_text","SE",547,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","SG",351,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_3_text","SG",351,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","SG",351,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","SG",351,"Owners/Managers of SMB Businesses"
NA,338,"covid_sec_3_text","SG",351,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Food and beverage production",11,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Other (please specify)",9,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Wood products",4,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
NA,704,"covid_sec_3_text","TH",740,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
"Fabricated metal products",6,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
"Other (please specify)",10,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
"Textiles and apparel",6,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
"Wood products",7,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
NA,517,"covid_sec_3_text","TR",550,"Owners/Managers of SMB Businesses"
"Chemicals",2,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
"Fabricated metal products",10,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
NA,443,"covid_sec_3_text","TW",463,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","US",1026,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","US",1026,"Owners/Managers of SMB Businesses"
"Other (please specify)",11,"covid_sec_3_text","US",1026,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","US",1026,"Owners/Managers of SMB Businesses"
NA,1008,"covid_sec_3_text","US",1026,"Owners/Managers of SMB Businesses"
"Construction",4,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Other (please specify)",8,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
NA,417,"covid_sec_3_text","VN",447,"Owners/Managers of SMB Businesses"
"Chemicals",3,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Construction",4,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Textiles and apparel",4,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"Wood products",6,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
NA,372,"covid_sec_3_text","ZA",400,"Owners/Managers of SMB Businesses"
"21",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"22",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"23",3,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"24",4,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"25",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"26",7,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"27",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"28",11,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"29",9,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"30",10,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"31",11,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"32",6,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"33",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"34",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"35",9,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"36",6,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"37",4,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"38",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"39",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"40",9,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"41",4,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"42",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"43",7,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"44",2,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"45",4,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"46",2,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"47",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"48",5,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"49",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"50",2,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"51",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"52",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"55",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"56",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"57",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"58",3,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"62",1,"age_text","AE",407,"Owners/Managers of SMB Businesses"
NA,248,"age_text","AE",407,"Owners/Managers of SMB Businesses"
"19",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"20",2,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"23",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"24",2,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"25",2,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"26",6,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"27",7,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"28",8,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"29",10,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"30",9,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"31",10,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"32",4,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"33",4,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"34",7,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"35",9,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"36",8,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"37",6,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"38",8,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"39",6,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"40",7,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"41",5,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"42",3,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"43",5,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"44",4,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"45",3,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"46",6,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"47",6,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"48",7,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"49",5,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"50",3,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"51",4,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"52",3,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"53",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"54",2,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"55",3,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"56",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"57",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"58",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"60",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"63",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"64",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"65",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"69",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"70",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"72",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"75",1,"age_text","AR",354,"Owners/Managers of SMB Businesses"
NA,166,"age_text","AR",354,"Owners/Managers of SMB Businesses"
"19",1,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"21",1,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"22",2,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"23",1,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"24",2,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"25",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"26",7,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"27",4,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"28",9,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"29",4,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"30",13,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"31",4,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"32",8,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"33",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"34",9,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"35",8,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"36",13,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"37",13,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"38",10,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"39",8,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"40",11,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"41",6,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"42",10,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"43",8,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"44",6,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"45",6,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"46",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"47",11,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"48",5,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"49",5,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"50",5,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"51",7,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"52",12,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"53",9,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"54",11,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"55",8,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"56",5,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"57",4,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"58",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"59",5,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"60",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"61",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"62",5,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"63",1,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"65",2,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"68",4,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"70",1,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"75",3,"age_text","AU",609,"Owners/Managers of SMB Businesses"
NA,324,"age_text","AU",609,"Owners/Managers of SMB Businesses"
"13",1,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"18",5,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"19",4,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"20",5,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"21",7,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"22",6,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"23",8,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"24",3,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"25",15,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"26",9,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"27",9,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"28",12,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"29",7,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"30",9,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"31",7,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"32",9,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"33",2,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"34",4,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"35",5,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"36",3,"age_text","BD",400,"Owners/Managers of SMB Businesses"
"37",1,"age_text","BD",400,"Owners/Managers of SMB Businesses"
